character,games,turns,first_actual_year,last_actual_year,community,top_partners
Eris,3,43,2008,2008,2,Khael (3); Rayleigh (3); Christof (2); Dazed (2); Elanoer (2); Field (2); Francislake (2); Goran (2); Ireth (2); Jeal (2); Lilithas (2); Mardok (2); Mogan (2); Ragetti (2); Tuco (2)
Ermengarda,4,12,2006,2006,5,Alcalime (3); Ascaron (3); Baltor (3); Bardock (3); Bleid (3); Dragnef (3); Elettra (3); Frade (3); Matteinus (3); merlinho (3); Naiiky (3); Paine (3); Riukkiu (3); Rodney (3); Sanjae (3)
Erol,3,46,2006,2006,4,Beatrix (3); Bill (3); Druelyn (3); Ellenroh (3); Francis (3); Jeanne (3); Jill (3); Kanon (3); Loki (3); Loriel (3); Malduin (3); Merenwen (3); Oltar (3); Ratav (3); Sealyan (3)
Ertai,3,21,2007,2026,1,Maseeri (2); Alcalime (1); Aranel (1); Arendhil (1); Argoth (1); Arija (1); Lendrin (1); Rhoan (1); Sanderx (1); Suey (1); Xella (1); Arioch (1); Lulu (1); Vahn (1); Mynoth (1)
Erundur,1,5,,,0,Dareh (1); Elimar (1); Emile (1); Eventine (1); Haimerick (1); Izayoi (1); Khael (1); Lancel (1); Laurens (1); Maynard (1); Necronomic (1); Quelos (1); Slythrott (1); Thalion (1); Theon (1)
Eruner,1,2,2009,2009,2,Catlyn (1); Drak (1); Elrik (1); Giosia (1); Soidoc (1); Yurian (1)
Ervine,2,48,2006,2006,6,Aouda (2); Ariel (2); Arwin (2); Emelaine (2); merlinho (2); Yuman (2); Zingrid (2); Adhanedhel (1); Aleleres (1); Alisa (1); Ambry (1); Arthas (1); Deving (1); Galadriell (1); Ifrid (1)
Erylit,2,6,2007,2007,4,Alsen (1); Daga (1); Drusius (1); Elestil (1); Ethamos (1); Guineth (1); Loras (1); Minas (1); Nicole (1); Rhyannor (1); Robert (1); Sehmai (1); Seth (1); Sholtz (1); Thiresh (1)
Esgaloth,7,194,2003,2004,4,Ylerei (7); charis (5); DarkEyes (3); Dehro (3); Loriel (3); Pannha (3); Sultha (3); Thanatos (3); Yaran (3); Aglae (2); Aneesha (2); Danyfer (2); Ester (2); Finarfin (2); Istar (2)
Esharon,1,1,2012,2012,2,Zanner (1)
Eshtar,9,182,2004,2004,4,Vahn (6); Pannha (5); Cloud (3); Rhyannor (3); Sultha (3); Algen (2); charis (2); DarkEyes (2); Dehro (2); Esgaloth (2); Loriel (2); Sekmeth (2); Thanatos (2); Yaran (2); Ylerei (2)
Espander,1,1,2009,2009,3,Elanoer (1); Ireth (1); Isthar (1); Keleldur (1); Suey (1); Vaughan (1); Xanderkj (1)
Essedil,13,91,2002,2014,0,Elladan (8); Morgoth (6); Khalux (5); Aries (5); Brusjean (4); Luinil (4); Amaranth (3); Francislake (3); Katon (3); Elimar (2); Amande (2); Tarik (2); Jago (2); Narcis (2); Rago (2)
Estella,1,4,2009,2009,1,Ailin (1); Eiko (1)
Ester,2,20,2004,2004,4,Aglae (2); Aneesha (2); charis (2); Danyfer (2); Esgaloth (2); Finarfin (2); Istar (2); Lucrezia (2); Mynoth (2); Silmarien (2); Ylerei (2)
Esthel,2,9,2007,2007,1,Bembo (1); Elyas (1); Celine (1); Grimgor (1); Isil (1)
Etain,6,67,2025,2025,3,Adema (4); Maseeri (4); Khael (3); Vahn (3); SiannaLeFair (2); Francislake (2); Arioch (2); Aleris (1); Demios (1); Euridas (1); Ariel (1); Arphenix (1); Carcinero (1); Elimar (1); Fortescue (1)
Ethamos,3,35,2005,2007,4,Rhyannor (2); Seth (2); Alexander (1); Celebi (1); Dercatur (1); Fortum (1); Gopher (1); Han (1); Ireth (1); Levesque (1); Loriel (1); Manilius (1); Saipher (1); Sealyan (1); Teclis (1)
Ethan,2,26,2013,2013,0,Erebo (1); Piers (1); Coral (1)
Etheria,1,6,2009,2009,14,
Ethuil,9,72,2008,2012,1,Fortescue (3); Dajemona (2); Voltan (2); Seyfer (2); Ailin (1); Aranel (1); Hatlach (1); Loxis (1); Danken (1); Nau (1); Guliem (1); Elimar (1); Jeanne (1); Hennet (1); Arioch (1)
Etirus,2,5,2006,2006,5,Alcalime (1); Bluetue (1); Bohann (1); Carmin (1); Damizza (1); Helendil (1); Icon (1); Iversonn (1); Kihrya (1); Krauser (1); Marl (1); Senuz (1); Sifodias (1); Zandak (1); deargh (1)
Eufrasia,65,943,2006,2009,5,Euridas (21); Ireth (13); Manadriel (12); Asmira (11); Adema (11); Francislake (10); Mirael (9); Nyden (8); Keleldur (8); Ducan (6); Khael (6); merlinho (5); Ramel (5); Tieryn (4); Gudegar (4)
Eugharas,2,15,2004,2008,2,Tremain (2); Francis (1); Melwen (1); Wonderela (1); Euridas (1); Idreas (1); Ireth (1); Kishi (1); Verelath (1); Voltan (1)
Euphemia,1,9,2013,2013,0,Alyosha (1); Laira (1); merlinho (1)
Euridas,185,2314,2007,2026,2,Ireth (41); Francislake (33); Adema (32); Eufrasia (21); Meredith (15); Nyden (14); Khael (14); SiannaLeFair (14); Dadox (11); Izayoi (11); Mirael (10); Keleldur (10); Aranes (10); Elimar (10); Phemt (9)
Evander,3,22,2005,2005,2,Cathein (3); Ellendal (3); Isthar (2); ThamiorLothain (2); Nathan (1); Skanner (1)
Evaq,1,27,2008,2008,3,Blancks (1); Jacques (1); Joaquim (1); Leilai (1); Lulu (1); merlinho (1); Moxeill (1); Nihel (1); Rikja (1)
Eventine,8,46,2009,2012,0,Emile (4); Lancel (4); Thorck (4); Jago (3); Malvenis (3); Matthew (3); Monfort (3); Ramel (3); Theon (3); Tyrion (3); Quelos (3); Alyon (2); Bauster (2); Dadox (2); Dareon (2)
Evha,1,14,2008,2008,2,Euridas (1); Francislake (1); Tuco (1); Volgen (1)
Evil,2,10,2006,2007,6,Dibbe (1); Efe (1); Fortesque (1); Loriel (1); Luxer (1); merlinho (1); Natan (1); Phage (1); Sealyan (1); Shimal (1); Veris (1); Zamir (1); Zingrid (1); Arentor (1); Goliath (1)
Exlero,1,1,2007,2007,2,Achitia (1); Alyon (1); Catlyn (1); Garr (1); Harriet (1); Nimoe (1)
Eyona,3,6,2004,2004,4,Cloud (3); Eithel (3); Ella (3); Eorinan (3); GaretJax (3); Imrahil (3); Loke (3); Loki (3); Malduin (3); Wiliand (3)
Ezequiel,2,18,2007,2007,1,Voltan (2); Asgard (1); Drak (1); merlinho (1); Renton (1); Ylerei (1); Alcalime (1); Khiber (1); Ludvig (1); Luis (1); Marksen (1)
Faelya,5,39,2002,2004,3,ThamiorLothain (4); Vahn (4); Isthar (3); Onizuka (3); SonoNeroInferno (2); Cornelia (1); dattina (1); Demon (1); Corwin (1); FortuneShadow (1); GandalfI (1); Hispanico (1); Imzadi (1); Thamior (1); Blanko (1)
Fagin,5,65,2008,2012,2,Elariell (2); Elyer (2); Khael (2); Lyghemar (2); Mardok (2); Thomas (2); Jude (2); Vahn (2); Burrasca (2); Arioch (1); Egide (1); Elyen (1); Mekylius (1); Tarik (1); Elimar (1)
Fanari,4,75,2004,2004,3,Vahn (4); ThamiorLothain (3); Arcannas (2); GandalfI (2); SonoNeroInferno (2); Akan (1); Ascher (1); Brewar (1); FortuneShadow (1); Isthar (1); NajibBenAdil (1); Rajid (1); Shalilah (1); Sharzog (1)
Faniet,3,55,2008,2008,2,Aureliano (1); Bauster (1); Catlyn (1); Mathias (1); Narcisse (1); Anarion (1)
Fanny,2,8,2014,2014,0,Amande (1); Arioch (1); Beda (1); Nienor (1); Whotan (1); Tarik (1)
Fanocle,1,1,2009,2009,1,Jeal (1); merlinho (1); Mossflower (1); Siulefh (1)
Faolin,2,3,2006,2007,6,Aouda (1); Ariel (1); Arphenix (1); Arwin (1); Caila (1); Cortex (1); Daine (1); Dileandro (1); Elingard (1); Emelaine (1); Ervine (1); Ferarius (1); Gatsu (1); Lynzi (1); merlinho (1)
Faragor,1,6,2004,2004,8,Dennart (1); Drako (1); Edalet (1); Elric (1); Kerberos (1); Razheem (1)
Farfa,2,12,2006,2006,1,Kerixon (2); merlinho (2); Shimal (2); Valen (2)
faroth,1,29,2004,2004,4,Eiko (1); Eshtar (1); Feredil (1); Lenian (1); Malaeth (1); Rhyannor (1); Stoneaxe (1); ThamiorLothain (1); Unicorn (1); william (1)
Fate,11,141,2006,2019,4,Ellenroh (9); Loxis (3); Myrddinwyllt (3); Tatoz (3); Khel (3); Tyrus (3); Loriel (3); Mirodek (2); Sifodias (2); Oltar (2); Rhoan (2); Rhyannor (2); Rigardo (2); Sealyan (2); Thorek (2)
Feadin,1,5,2005,2005,3,Dehro (1); Field (1); Shana (1); Vahn (1)
Feagost,4,35,2007,2007,1,merlinho (3); Asgard (3); Delfeld (3); Ylerei (3); Fortescue (1); Layla (1); Loxis (1); Palancar (1); Svitknoa (1); Arphenix (1); Azeton (1); Balthazar (1); Blancks (1); Desdemona (1); Elyanth (1)
Federicis,3,13,2006,2006,5,Albus (2); Bartech (2); deargh (2); Fibi (2); Helendil (2); Imhrien (2); Iversonn (2); Janas (2); Kishi (2); Rangal (2); Silde (2); Tieryn (2); Tilla (2); Bauster (1); Celine (1)
Fefalas,8,37,2006,2007,1,merlinho (6); Ariel (2); Jedhal (2); Shimal (2); Valen (2); Manadriel (2); Alcalime (2); Aranel (2); Dofa (2); Loxis (2); Marian (2); Rhoan (2); Risindal (2); Sebastian (2); Selein (2)
Fek,8,88,2004,2020,0,Thorck (5); Elyen (4); Galamir (2); Jeko (2); Alyon (2); Bauster (2); Dadox (2); Dareon (2); Dominique (2); Emile (2); Eventine (2); Helajartie (2); Jago (2); Jeanne (2); Jun (2)
Felgund,1,4,2007,2007,1,Ago (1); merlinho (1); Sylvimar (1)
Felicia,3,20,2004,2004,3,Vahn (3); Allankot (1); FortuneShadow (1); Arack (1); selby (1); Telperion (1)
Fennegor,1,4,2006,2006,2,Elrik (1); Kelen (1)
Ferarius,4,16,2006,2007,6,Nightbreeze (2); Aouda (1); Ariel (1); Arphenix (1); Arwin (1); Caila (1); Cortex (1); Daine (1); Dileandro (1); Elingard (1); Emelaine (1); Ervine (1); Faolin (1); Gatsu (1); Lynzi (1)
Ferdinand,1,21,2013,2013,0,Cioccholatee (1); Dibbe (1); merlinho (1)
Ferdy,1,12,2019,2019,4,Drak (1); Miroth (1); Nefrit (1); Vahn (1)
Feredil,1,22,2004,2004,4,Eiko (1); Eshtar (1); faroth (1); Lenian (1); Malaeth (1); Rhyannor (1); Stoneaxe (1); ThamiorLothain (1); Unicorn (1); william (1)
Fibi,10,46,2006,2007,5,merlinho (7); Janas (5); Langdal (4); Helen (4); Anakin (3); Arhamir (3); Arphenix (3); Elwing (3); Fond (3); Midhriel (3); Riukkiu (3); Tersicore (3); Thantalas (3); Wizard (3); Daarigraz (3)
Field,23,300,2004,2012,2,Ireth (7); Vahn (6); Euridas (6); Dadox (5); Maximilian (5); Vein (5); Khael (5); Mardok (5); Stige (3); Elrik (3); Anarion (3); Aranes (3); Azhal (3); Galamir (3); Ghilbli (3)
Finarfin,2,23,2004,2004,4,Aglae (2); Aneesha (2); charis (2); Danyfer (2); Esgaloth (2); Ester (2); Istar (2); Lucrezia (2); Mynoth (2); Silmarien (2); Ylerei (2)
FireStorm,1,19,2004,2004,3,Anarion (1); Dakkon (1); DartWarren (1); Erhu (1); Mashnara (1); Miticus (1); Mitsui (1); Soraya (1); Vahn (1); Xalira (1)
Flavius,1,4,2007,2007,1,Ailin (1); Ambalar (1); Aranel (1); Morgon (1)
Flemeth,2,14,2014,2025,0,Luinil (1); Adema (1); Arioch (1); Elimar (1); Euridas (1); Francislake (1); Kiol (1); Meredith (1); merlinho (1)
Flinny,1,59,2006,2006,3,Hamild (1); Ohara (1); Vahn (1)
Floidua,2,8,2006,2008,4,Aki (1); Ananke (1); Dumba (1); Ermengarda (1); Merenwen (1); Oltar (1); Shimal (1); Spidy (1); Euridas (1); Megalos (1); Rhoan (1); Rhyannor (1)
Flown,1,6,2007,2007,2,Czarick (1); Galamir (1); Jeriennyd (1); Maraviglia (1); Maseeri (1)
Flyn,2,10,2008,2008,2,Lilithas (2); Christof (1); Elanoer (1); Elrik (1); Goran (1); Irdon (1); Isthar (1); Lyath (1); Alerik (1); Leivin (1); Mogan (1)
Folco,3,26,2005,2006,3,Desdemona (2); Corwin (1); Melisandre (1); Mirael (1); Ramon (1); Shana (1); Sifodias (1); Teclis (1); ThamiorLothain (1); Tordek (1); Vahn (1); Ariel (1); Arphenix (1); Elyanth (1); Manadriel (1)
Fond,3,16,2006,2006,5,Anakin (3); Arhamir (3); Arphenix (3); Elwing (3); Fibi (3); Janas (3); Langdal (3); merlinho (3); Midhriel (3); Riukkiu (3); Tersicore (3); Thantalas (3); Wizard (3)
Fortescue,58,754,2007,2025,1,Dajemona (28); Loxis (13); Skan (12); Aranel (12); merlinho (11); Ailin (11); Axia (8); Voltan (7); Elimar (6); Adema (5); Bauster (5); Jeanne (5); Alcalime (5); Juliette (4); Keric (4)
Fortesque,1,1,2006,2006,6,Dibbe (1); Efe (1); Evil (1); Loriel (1); Luxer (1); merlinho (1); Natan (1); Phage (1); Sealyan (1); Shimal (1); Veris (1); Zamir (1); Zingrid (1)
Fortum,1,13,2005,2005,4,Alexander (1); Celebi (1); Dercatur (1); Ethamos (1); Gopher (1); Han (1); Ireth (1); Levesque (1); Loriel (1); Manilius (1); Rhyannor (1); Saipher (1); Sealyan (1); Seth (1); Teclis (1)
FortuneShadow,3,32,2004,2004,3,Vahn (3); Isthar (2); ThamiorLothain (2); Corwin (1); Faelya (1); GandalfI (1); Hispanico (1); Imzadi (1); SonoNeroInferno (1); Thamior (1); Allankot (1); Felicia (1); Akan (1); Ascher (1); Brewar (1)
Frade,4,91,2006,2006,5,Alcalime (4); Baltor (4); Naiiky (4); Ascaron (3); Bardock (3); Bleid (3); Dragnef (3); Elettra (3); Ermengarda (3); Matteinus (3); merlinho (3); Paine (3); Riukkiu (3); Rodney (3); Sanjae (3)
Francis,22,339,2004,2019,4,Wonderela (6); Ellenroh (6); Merenwen (6); Tremain (5); Dehro (5); Sultha (4); Galamir (4); Ceinwen (4); Beatrix (3); Bill (3); Druelyn (3); Erol (3); Jeanne (3); Jill (3); Kanon (3)
Francislake,117,1279,2002,2026,3,Euridas (33); Vahn (24); Adema (22); Keleldur (17); Sylvimar (16); Maseeri (14); Arphenix (13); Mirael (12); Ireth (11); merlinho (11); Ariel (11); Eufrasia (10); Arioch (10); Khalux (9); Elimar (9)
Frazelhar,1,6,,,4,Anarion (1); Ayla (1); Bhrama (1); Celebi (1); Cloud (1); Dehro (1); Dibbe (1); Eithel (1); Eorinan (1); Ireth (1); Jolrael (1); Kahzar (1); Khazard (1); Lucrezia (1); Malduin (1)
Frederick,2,23,2020,2020,2,Enrick (2); merlinho (2); Rivka (2); Hendryu (1)
Freja,1,7,2014,2014,0,Adanriel (1); Alester (1); Claymore (1); Coral (1); Domenique (1); Eadril (1); Erebo (1); Francislake (1); Izayoi (1); Nymeria (1); Thorck (1); Vahn (1)
Freyja,5,46,2012,2013,0,Izayoi (4); Elimar (1); Dareh (1); Delios (1); Khalux (1)
Full,2,14,2004,2008,3,Blanko (2); Vahn (2); Bartek (1)
Gaara,1,3,2005,2005,3,Han (1); Mandon (1); Maseeri (1); Mothgaur (1); Spartaco (1); Vahn (1); Yue (1)
Gaart,7,144,2004,2007,1,Silvereth (5); Asgard (4); Ylerei (4); Anthony (3); Arphenix (3); Norman (3); Tremain (3); Han (3); Dehro (2); Lugan (2); Riana (2); Francis (1); Berkana (1); Myrddinwyllt (1); Rhyannor (1)
Gaio,2,14,2007,2007,0,Alyon (2); Elimar (2); Miverniv (2); Talim (2)
Gaizen,7,76,2006,2007,5,Helen (3); merlinho (3); Ellenroh (2); Lukas (2); Tinuviel (2); Saarhen (2); Fate (1); Loxis (1); Mhikal (1); Mirodek (1); Myrddinwyllt (1); Sifodias (1); Andrex (1); Daarigraz (1); Raegan (1)
Galadriell,1,13,2006,2006,6,Adhanedhel (1); Aleleres (1); Alisa (1); Ambry (1); Aouda (1); Ariel (1); Arthas (1); Arwin (1); Deving (1); Emelaine (1); Ervine (1); Ifrid (1); Jose (1); Kenny (1); Lalique (1)
Galaed,1,5,2006,2006,1,Rhoan (1)
Galamir,23,215,2006,2019,2,Ghilbli (9); Maximilian (7); Maraviglia (6); Jeko (5); Czarick (5); Ellendal (5); Ireth (5); Thorck (5); Francis (4); Areion (4); Arentor (4); Gawyn (4); Seyfer (4); Anarion (4); Dadox (4)
Galdar,1,7,2007,2007,5,Andrex (1); Clery (1); Edmund (1); Elina (1); Loxis (1); Lukas (1); merlinho (1); Midhriel (1); Natan (1); Saarhen (1); Tinuviel (1)
Gallum,1,7,2006,2006,5,Asmira (1); Cloud (1); Eufrasia (1); Fefalas (1); Janas (1); merlinho (1); Midhriel (1)
Galyvan,1,3,2005,2005,3,Alerik (1); Corwin (1); Edmure (1); Melisandre (1); Vahn (1); Volrath (1); Zaharil (1)
Gamuran,11,55,2009,2025,0,Arioch (9); Elimar (4); Euridas (4); Adema (3); Francislake (3); Khalux (3); Meredith (3); Nat (3); Dyuraken (3); Alcarinque (2); merlinho (2); SiannaLeFair (2); Bolvar (2); Edwar (1); Manwe (1)
Gamuraniken,1,8,2014,2014,0,Aries (1); Arioch (1); Essedil (1)
GandalfI,5,47,2004,2004,3,Vahn (5); SonoNeroInferno (4); ThamiorLothain (3); Arcannas (2); Fanari (2); Corwin (1); Faelya (1); FortuneShadow (1); Hispanico (1); Imzadi (1); Isthar (1); Thamior (1)
Gangarus,1,0,2004,2004,3,Onizuka (1); Vahn (1)
Gannel,1,5,2009,2009,0,Alyon (1); Bauster (1); Dadox (1); Dareon (1); Dominique (1); Edric (1); Elyen (1); Emile (1); Eventine (1); Fek (1); Helajartie (1); Jago (1); Jeanne (1); Jun (1); Kyle (1)
Gard,2,2,2006,2006,2,Elrik (2); Kishi (2); Kushluk (2); Oltar (2); Gawyn (1); Nyden (1)
GaretJax,4,67,2004,2005,4,Cloud (4); Malduin (4); Eithel (3); Ella (3); Eorinan (3); Eyona (3); Imrahil (3); Loke (3); Loki (3); Wiliand (3); Drusius (1); Edgewood (1); Rhyannor (1)
Garildor,2,2,2004,2004,4,charis (2); DarkEyes (2); Dehro (2); Esgaloth (2); Haenelor (2); Ithil (2); Loriel (2); Milamber (2); Pannha (2); Sultha (2); Thanatos (2); Yaran (2); Ylerei (2); Algen (1); Cloud (1)
Garlenx,1,10,2007,2007,0,Kruvenz (1)
Garr,5,45,2006,2007,2,Zanner (2); Harriet (2); Gwayne (1); Krauser (1); Lyzur (1); Rakshasa (1); Francis (1); Galamir (1); Jeko (1); Jeriennyd (1); Maximilian (1); Christof (1); Adrien (1); Aureliano (1); Jeanne (1)
Garral,2,3,2013,2013,0,Claymore (2); Cyru (2); Elyen (2); Katon (2); merlinho (2); Mynoth (2); Sibir (2); Thrain (2); Quimandissett (1)
Garret,2,8,2007,2007,5,Adrian (1); Keleldur (1); Kyan (1); Nefibi (1); Nightbreeze (1); Srealp (1); Baltor (1); Gerith (1); Loxis (1); merlinho (1); Silton (1); Venceslao (1)
Gator,2,2,2004,2008,3,Emeldir (1); Mothgaur (1); Vahn (1); Arioch (1); Lyod (1)
Gatsu,1,4,2006,2006,6,Aouda (1); Ariel (1); Arphenix (1); Arwin (1); Caila (1); Cortex (1); Daine (1); Dileandro (1); Elingard (1); Emelaine (1); Ervine (1); Faolin (1); Ferarius (1); Lynzi (1); merlinho (1)
Gawyn,12,102,2006,2019,2,Galamir (4); Nyden (3); Areion (3); Arentor (3); Czarick (3); Ellendal (3); Maraviglia (3); Adema (3); Jan (3); Ghilbli (2); Goliath (2); Gwayne (2); Seth (2); Seyfer (2); Tyrion (2)
Geafried,3,3,2007,2007,1,Ailin (2); Alcalime (2); merlinho (2); Ambalar (1); Aranel (1); Elyador (1); Sapna (1); Tyrell (1); Yvaine (1); Mossflower (1); Afnor (1); Isilme (1); Malwin (1); Zahet (1)
Geed,2,7,2009,2009,0,Elyen (1); Aisha (1); Dareh (1); Dareon (1); Ranthe (1); Theon (1)
Geldum,1,1,2008,2008,0,Ashira (1); Dareon (1); Naina (1)
Gelo,1,2,2005,2005,6,Narder (1); Zingrid (1)
Geminah,8,52,2006,2019,2,Anarion (7); knives (2); Vahn (2); SiannaLeFair (1); Gwayne (1); Jarl (1); Jsau (1); Maseeri (1); Artax (1); Bellaco (1); Celine (1); Mirael (1)
Genji,1,6,2007,2007,1,Ago (1); Arkhemos (1); Baltor (1); Bea (1); deargh (1); Dofa (1); Ellenroh (1); Ercoca (1); Eufrasia (1); Gudegar (1); Han (1); Lieeru (1); Loxis (1); Rost (1); Tersicore (1)
Gerith,3,8,2007,2007,1,Baltor (1); Garret (1); Loxis (1); merlinho (1); Silton (1); Venceslao (1); Arija (1); Blancks (1); Devolt (1); Gwayne (1); Mekylius (1); Vahn (1); Aisha (1); Arendhil (1); Asgard (1)
Geror,14,167,2008,2008,1,Aranel (8); Loxis (8); merlinho (4); Dajemona (4); Fortescue (3); Alcalime (3); Ailin (3); Heleg (2); Mossflower (2); Perse (2); Velgarn (2); Daerithas (2); Hennet (2); Afnor (1); Cathein (1)
Gert,1,10,2009,2009,2,Adema (1); Zaharil (1)
Ghassan,5,62,2008,2013,0,Lyzur (2); Lancel (2); Euridas (1); Sulthaim (1); Monfort (1); Ryoner (1); Bill (1); Elrik (1); Harjadiere (1); Jan (1); Jerome (1); Maynard (1); Thorck (1); Yhan (1); Ada (1)
Ghigno,1,35,2004,2004,3,Alomikael (1); Arakan (1); Blanko (1); Niviel (1); Oona (1); Vahn (1)
Ghilbli,18,156,2007,2009,2,Galamir (9); Maximilian (6); Areion (5); Anarion (5); Dadox (5); Euridas (5); Vein (5); Mardok (5); Ellendal (4); Maraviglia (4); Ireth (4); Izayoi (4); Kyle (4); Arentor (3); Czarick (3)
Giammy,1,4,2007,2007,1,Arija (1); Elly (1); Okrim (1); Seth (1); Vangum (1)
Gibbs,1,2,2008,2008,1,Ailin (1); Aranel (1); Dajemona (1); Fortescue (1); Loxis (1); merlinho (1); Shimal (1); Skan (1)
Gilbert,1,2,2006,2006,5,Alcalime (1); Baltor (1); Frade (1); Izayoi (1); Kishi (1); Naiiky (1); Raptors (1); Trevor (1)
Giosia,11,153,2008,2009,2,Khael (3); Adema (2); Euridas (2); Ireth (2); Kered (2); Ylerei (2); Duhat (2); Herywen (2); Skan (2); Elrik (2); Mogan (2); Aisha (1); Moradin (1); Phemt (1); Sinmaril (1)
Glaider,1,8,2007,2007,5,Andrej (1); Bartech (1); Bea (1); Daarigraz (1); Krusc (1); Laksmi (1); Niniel (1); Sylen (1)
Glamoir,1,5,2007,2007,3,Arphenix (1); Kiol (1); Merenwen (1); Nefibi (1); Sylvimar (1)
Gnareor,1,10,2012,2012,0,Arkham (1); Kruvenz (1); Lyzur (1); Murzgaash (1); Shpawn (1); Thorck (1); Zakk (1)
Goliath,8,72,2007,2008,2,Arentor (4); Seyfer (3); Tyrion (3); Ellendal (3); Galamir (3); Ghilbli (3); Gwayne (3); Maraviglia (3); Seth (3); Areion (2); Czarick (2); Gawyn (2); Morpheus (2); Shankara (2); Vanred (2)
Goloir,1,2,,,0,Ashira (1); Fortescue (1); Mateky (1); Norman (1)
Gond,1,2,2006,2006,1,Alcalime (1); merlinho (1); Rangal (1); Rodney (1)
Goork,1,1,2005,2005,3,Blanko (1); Crafo (1); Gorks (1); Thorek (1)
Gopher,1,1,2005,2005,4,Alexander (1); Celebi (1); Dercatur (1); Ethamos (1); Fortum (1); Han (1); Ireth (1); Levesque (1); Loriel (1); Manilius (1); Rhyannor (1); Saipher (1); Sealyan (1); Seth (1); Teclis (1)
Goran,19,314,2007,2009,2,Lilithas (9); Elrik (8); Isthar (7); Christof (6); Lyath (5); Mogan (5); Vein (4); Irdon (4); Tremain (4); Leivin (3); Alerik (3); Elanoer (3); Dazed (3); Momiji (2); Zaharil (2)
Gorks,1,4,2005,2005,3,Blanko (1); Crafo (1); Goork (1); Thorek (1)
Gotrek,2,42,2013,2013,0,Huga (2)
Gottardo,5,59,2013,2014,0,Rago (5); Thorck (2); Francislake (2); Nymeria (2); Jago (1); Maraviglia (1); Amande (1); Domenique (1); Khalux (1); Vahn (1); Baltazar (1); Morgana (1); Thamior (1)
Gozzo,1,17,2012,2012,3,Claymore (1); Corwin (1); Lothiriel (1)
Greed,2,6,2007,2007,2,Areion (2); Ghilbli (2); Nimoe (2); Nordus (2); Alcalime (1); Lyseleth (1); Nopalamus (1); Tassoni (1)
Gregor,2,14,2012,2012,0,Lancel (1); Katherina (1); Katon (1)
Grendell,1,2,2005,2005,4,Alastor (1); Soraya (1); Xebox (1)
Greyfus,1,3,2009,2009,0,Jun (1); Niham (1); OceaniS (1)
Grimgor,1,15,,,1,Celine (1); Esthel (1); Isil (1)
Grivus,1,6,2005,2005,7,Field (1); Stige (1); Vahn (1)
Growyn,17,153,2008,2008,1,Rhyannor (4); Asgard (3); Catlyn (3); Ylerei (3); Aranel (3); Blancks (3); Elsah (3); Dreadis (2); Desdemona (2); Phemt (2); Bauster (2); Dargen (2); Suite (2); Dajemona (2); Hatlach (2)
Gruhem,1,6,2008,2008,1,Adhemar (1); Areion (1); Arendhil (1); Elyanth (1); Fortescue (1); Sifodias (1)
Gruk,2,13,2009,2009,0,Ailin (2); Bill (2); Edric (2); Rephexia (2); Vielyth (1)
Gudegar,14,156,2007,2007,5,Manadriel (5); Andrex (4); Elina (4); Jas (4); Lizelin (4); Myrddinwyllt (4); Ratav (4); Eufrasia (4); Baltor (4); Dehro (3); Francis (3); Sultha (3); Wonderela (3); Emyride (2); Silvereth (2)
Guillaume,1,3,2007,2007,5,Adema (1); Akan (1); Bauster (1); Ducan (1); Euridas (1); Guy (1); Manfris (1); Mirael (1)
Guineth,11,86,2007,2009,7,Skan (5); merlinho (4); Elegost (4); Stige (4); Alcarinque (3); Arioch (3); Tyrus (3); Brianna (3); Dajemona (2); Danyel (2); Adema (2); Malantio (2); Alsen (1); Daga (1); Drusius (1)
Guliem,5,58,2008,2008,1,Aralas (2); Daerithas (2); Henriques (2); Herywen (2); Jeanne (2); Kyra (2); Malvenis (2); Ethuil (1); Davidh (1); Hennet (1); Loxis (1); Ylerei (1); Francislake (1); Zaharil (1)
Gulun,1,1,2013,2013,0,Arioch (1); Khalux (1); Lars (1)
Gurkhadash,1,9,2008,2008,1,Fortescue (1); Monfort (1); Rhysnuk (1); Thauron (1); Vrashnak (1)
Gurnbeld,4,37,2004,2006,3,Vahn (4); Havamal (1); Volkag (1); XelotasMalachia (1); Onizuka (1); Ayla (1); Horas (1); Joshua (1); Kazuya (1); Keleldur (1); Loial (1); Malantio (1); Ratav (1); Wiliand (1)
Guts,2,4,2008,2008,1,Agron (1); Alcalime (1); Aranel (1); Caillean (1); Elimar (1); Harad (1); Hennet (1); william (1); Ages (1); Daerithas (1); Dajemona (1); Delereth (1); Elsah (1); Johel (1); Velenofonte (1)
